,Year,(semi-) final,Jury or Televoting,From country,To country,Points,2_minority_in_1,distw
18312,2003,f,J,Slovenia,Turkey,10,0.0,1580.98
18313,2004,f,J,Slovenia,Turkey,0,0.0,1580.98
18314,2005,f,J,Slovenia,Turkey,0,0.0,1580.98
18315,2006,f,J,Slovenia,Turkey,0,0.0,1580.98
18316,2006,sf,J,Slovenia,Turkey,0,0.0,1580.98
18317,2007,f,J,Slovenia,Turkey,0,0.0,1580.98
18318,2007,sf,J,Slovenia,Turkey,0,0.0,1580.98
18319,2008,f,J,Slovenia,Turkey,0,0.0,1580.98
18320,2009,f,J,Slovenia,Turkey,0,0.0,1580.98
18321,2010,f,J,Slovenia,Turkey,2,0.0,1580.98
18322,2010,sf2,J,Slovenia,Turkey,3,0.0,1580.98
18323,2012,f,J,Slovenia,Turkey,0,0.0,1580.98
18324,2012,sf2,J,Slovenia,Turkey,0,0.0,1580.98
18325,1993,f,J,Slovenia,United Kingdom,10,0.0,1368.908
18326,1995,f,J,Slovenia,United Kingdom,0,0.0,1368.908
18327,1996,f,J,Slovenia,United Kingdom,0,0.0,1368.908
18328,1997,f,J,Slovenia,United Kingdom,8,0.0,1368.908
18329,1998,f,J,Slovenia,United Kingdom,5,0.0,1368.908
18330,1999,f,J,Slovenia,United Kingdom,2,0.0,1368.908
18331,2001,f,J,Slovenia,United Kingdom,0,0.0,1368.908
18332,2002,f,J,Slovenia,United Kingdom,8,0.0,1368.908
18333,2003,f,J,Slovenia,United Kingdom,0,0.0,1368.908
18334,2004,f,J,Slovenia,United Kingdom,0,0.0,1368.908
18335,2005,f,J,Slovenia,United Kingdom,0,0.0,1368.908
18336,2006,f,J,Slovenia,United Kingdom,0,0.0,1368.908
18337,2007,f,J,Slovenia,United Kingdom,0,0.0,1368.908
18338,2008,f,J,Slovenia,United Kingdom,0,0.0,1368.908
18339,2009,f,J,Slovenia,United Kingdom,3,0.0,1368.908
18340,2010,f,J,Slovenia,United Kingdom,0,0.0,1368.908
18341,2011,f,J,Slovenia,United Kingdom,1,0.0,1368.908
18342,2012,f,J,Slovenia,United Kingdom,0,0.0,1368.908
18343,2013,f,J,Slovenia,United Kingdom,1,0.0,1368.908
18344,2014,f,J,Slovenia,United Kingdom,0,0.0,1368.908
18345,2015,f,J,Slovenia,United Kingdom,0,0.0,1368.908
18346,2016,f,J,Slovenia,United Kingdom,0,0.0,1368.908
18347,2016,f,T,Slovenia,United Kingdom,0,0.0,1368.908
18348,1993,f,J,Spain,Bosnia & Herzegovina,0,0.0,1788.526
18349,1994,f,J,Spain,Bosnia & Herzegovina,7,0.0,1788.526
18350,1995,f,J,Spain,Bosnia & Herzegovina,0,0.0,1788.526
18351,1996,f,J,Spain,Bosnia & Herzegovina,0,0.0,1788.526
18352,1997,f,J,Spain,Bosnia & Herzegovina,0,0.0,1788.526
18353,1999,f,J,Spain,Bosnia & Herzegovina,0,0.0,1788.526
18354,2001,f,J,Spain,Bosnia & Herzegovina,0,0.0,1788.526
18355,2002,f,J,Spain,Bosnia & Herzegovina,3,0.0,1788.526
18356,2003,f,J,Spain,Bosnia & Herzegovina,0,0.0,1788.526
18357,2004,f,J,Spain,Bosnia & Herzegovina,0,0.0,1788.526
18358,2004,sf,J,Spain,Bosnia & Herzegovina,0,0.0,1788.526
18359,2005,f,J,Spain,Bosnia & Herzegovina,0,0.0,1788.526
18360,2006,f,J,Spain,Bosnia & Herzegovina,1,0.0,1788.526
18361,2006,sf,J,Spain,Bosnia & Herzegovina,1,0.0,1788.526
18362,2007,f,J,Spain,Bosnia & Herzegovina,0,0.0,1788.526
18363,2008,f,J,Spain,Bosnia & Herzegovina,0,0.0,1788.526
18364,2008,sf1,J,Spain,Bosnia & Herzegovina,0,0.0,1788.526
18365,2009,f,J,Spain,Bosnia & Herzegovina,0,0.0,1788.526
18366,2010,f,J,Spain,Bosnia & Herzegovina,0,0.0,1788.526
18367,2010,sf1,J,Spain,Bosnia & Herzegovina,0,0.0,1788.526
18368,2011,f,J,Spain,Bosnia & Herzegovina,0,0.0,1788.526
18369,2012,f,J,Spain,Bosnia & Herzegovina,0,0.0,1788.526
18370,2016,sf1,J,Spain,Bosnia & Herzegovina,0,0.0,1788.526
18371,2016,sf1,T,Spain,Bosnia & Herzegovina,0,0.0,1788.526
18372,1993,f,J,Spain,Croatia,1,0.0,1681.315
18373,1994,f,J,Spain,Croatia,0,0.0,1681.315
18374,1995,f,J,Spain,Croatia,12,0.0,1681.315
18375,1996,f,J,Spain,Croatia,5,0.0,1681.315
18376,1997,f,J,Spain,Croatia,0,0.0,1681.315
18377,1998,f,J,Spain,Croatia,1,0.0,1681.315
18378,1999,f,J,Spain,Croatia,12,0.0,1681.315
18379,2000,f,J,Spain,Croatia,2,0.0,1681.315
18380,2001,f,J,Spain,Croatia,0,0.0,1681.315
18381,2002,f,J,Spain,Croatia,0,0.0,1681.315
18382,2003,f,J,Spain,Croatia,0,0.0,1681.315
18383,2004,f,J,Spain,Croatia,0,0.0,1681.315
18384,2004,sf,J,Spain,Croatia,0,0.0,1681.315
18385,2005,f,J,Spain,Croatia,0,0.0,1681.315
18386,2005,sf,J,Spain,Croatia,0,0.0,1681.315
18387,2006,f,J,Spain,Croatia,0,0.0,1681.315
18388,2007,sf,J,Spain,Croatia,0,0.0,1681.315
18389,2008,f,J,Spain,Croatia,0,0.0,1681.315
18390,2009,f,J,Spain,Croatia,0,0.0,1681.315
18391,2009,sf2,J,Spain,Croatia,0,0.0,1681.315
18392,2011,sf1,J,Spain,Croatia,0,0.0,1681.315
18393,2016,f,J,Spain,Croatia,0,0.0,1681.315
18394,2016,f,T,Spain,Croatia,0,0.0,1681.315
18395,2016,sf1,J,Spain,Croatia,0,0.0,1681.315
18396,2016,sf1,T,Spain,Croatia,2,0.0,1681.315
18397,1993,f,J,Spain,Slovenia,0,0.0,1597.884
18398,1995,f,J,Spain,Slovenia,0,0.0,1597.884
18399,1996,f,J,Spain,Slovenia,1,0.0,1597.884
18400,1997,f,J,Spain,Slovenia,0,0.0,1597.884
18401,1998,f,J,Spain,Slovenia,0,0.0,1597.884
18402,1999,f,J,Spain,Slovenia,2,0.0,1597.884
18403,2001,f,J,Spain,Slovenia,2,0.0,1597.884
18404,2002,f,J,Spain,Slovenia,7,0.0,1597.884
18405,2003,f,J,Spain,Slovenia,0,0.0,1597.884
18406,2004,sf,J,Spain,Slovenia,0,0.0,1597.884
18407,2005,sf,J,Spain,Slovenia,0,0.0,1597.884
